"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Ethiopia","ETH","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.86481725","0.9469267","0.65916771","0.81788925","1.71819006","1.45825963","2.76035604","3.93147477","6.18278732","5.16081289","5.65086858","5.56719677","5.66920326","4.54626881","5.13294196","4.29761759","4.99243189","8.66631217","8.61945801","8.95723634","9.88554346","","","",
"European Union","EUU","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.73007016726973","1.04745944149875","1.22873667733001","1.47400777208332","2.03214668214178","2.39059415307122","3.14440071020488","3.71502310268126","4.60892316570737","4.69413605812704","5.3987559857394","6.66779962151809","6.62579030917325","8.30405482462598","8.92970264575397","7.55978605789919","7.42828416736408","7.63189750099785","7.5676590407413","8.45250293144652","8.21287226476433","","","",
"Finland","FIN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.10440451","0.17262001","0.19569843","0.10087485","0.05389529","0.04692999","0.04861775","0.04791931","0.00110721","0.20126122","0.29670679","0.28768486","0.13406605","0.06056145","0.10362497","0.04874173","0.05979872","0.11949528","0.18000626","0.28384577","0.28919152","","","",
"Fiji","FJI","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.89315732","5.94571153","6.16840366","6.13723704","15.13100034","10.56389909","5.9553154","4.99187408","8.69006034","8.32298093","8.1021527","6.91559812","10.37592532","7.9305522","7.27439871","4.32545394","5.43741538","4.31693331","4.53335422","16.46805909","5.91513924","","","",
"France","FRA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.91142572","133.11698683","123.92898568","152.46149099","196.82312561","326.00321651","173.14716993","188.87850126","206.01288824","255.87874012","285.86860918","277.49917052","281.37359552","262.83122554","236.27734536","257.52748318","282.00851549","290.38991981","301.12297947","290.24545141","311.68254303","","","",
"Gabon","GAB","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.62413103","1.60985411","2.1529741","2.7474428","2.8883349","7.5192634","4.9423422","7.0703532","5.6311631","4.28863144","2.37098954","2.85849615","1.09093849","0.97069365","2.34283504","1.54698939","1.43669608","1.17983548","2.58218209","1.18342532","24.68235515","","","",
"United Kingdom","GBR","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15900408","0.16331494","0.18761952","0.23311779","0.26108055","0.28197792","0.31278825","0.34172386","0.33601557","0.2867329","0.30894998","0.35760263","0.38331201","0.42413484","0.45386312","0.47021041","0.4598915","0.48971016","0.54121211","0.58347546","0.65154553","","","",
"Georgia","GEO","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.79649239","3.95739508","5.27082056","4.75602505","5.23214496","5.7099615","8.85226438","13.33178262","28.87347863","14.90657591","10.52880346","10.70558666","11.93862009","10.79764451","9.15343244","7.47853149","7.24922984","7.23674386","1.77656582","1.62988431","18.05653684","","","",
"Ghana","GHA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.95220104","2.47750003","2.86783074","2.9119962","4.67887585","6.02599039","6.80959555","6.60667054","6.91904871","7.42352451","6.84912595","8.92462283","7.03879695","17.35833247","12.24396848","19.38259419","8.24546506","8.86000511","8.16559657","8.29541607","7.80847186","","","",
"Gibraltar","GIB","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.41105095","6.3034961","7.11331069","7.32653436","6.70547588","4.57851423","3.52701133","4.67693077","4.64731273","4.6709285","4.44262172","6.32599927","5.27497717","5.92198611","6.86041928","10.30999961","10.58914818","3.13561533","3.81059022","4.60820274","10.55771189","","","",
"Gambia, The","GMB","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.83924796","27.85263451","27.36390562","20.93026789","22.89880355","22.85652994","22.07509877","23.60051031","25.04388993","19.73608918","17.75324442","15.95380652","13.84027034","11.65881009","4.79920015","6.79017714","5.47091667","7.77710665","8.79292274","6.18951557","2.01512863","","","",
"Guinea-Bissau","GNB","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.39640027","2.9276832","5.82607535","5.81661479","7.27948823","8.69671789","8.46712821","11.00219527","12.6628731","9.03112424","15.63965857","23.66289044","10.64291806","11.07247551","23.41995087","12.29164072","15.08948809","11.58669739","15.34065888","15.44113773","14.76358258","","","",
"Equatorial Guinea","GNQ","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.15754857","4.91339472","3.59321219","3.03095571","3.76166745","4.42423171","9.35868924","12.05193261","9.16596509","15.75725745","11.7988022","12.51600051","8.00102029","3.9468512","1.3143911","3.55239261","3.01490962","5.23040959","6.36911278","2.033736","3.4182037","","","",
"Greece","GRC","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.2681617","0.4983678","4.35478997","2.8369547","15.05081963","22.19612379","23.87513993","3.86725801","2.69900164","2.13658473","2.06843052","2.53507824","","","",
"Grenada","GRD","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.93629617","3.91793405","3.90723702","3.88894768","2.52912446","2.28740937","10.41057885","7.53676804","16.61416765","5.11880792","4.45477301","0.03420945","0.47175572","0.95373557","1.30489579","1.23820976","1.1169916","0.87415068","1.15768592","0.44985637","3.33393323","","","",
"Greenland","GRL","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.24894441","1.90022796","2.30828063","2.92615027","3.74384563","3.08273263","4.87722431","4.73331115","3.87688663","6.28051624","4.65781758","6.20993934","8.04545275","5.21222126","6.0475783","3.91559267","4.05331317","2.87006756","4.47069124","2.41548742","2.86541173","","","",
"Guam","GUM","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08951981","0.38578846","1.20745357","3.62443904","6.75003277","12.73632293","19.30888194","31.22674385","29.51705479","31.69569758","31.14322024","25.32597792","18.74750711","19.2589566","12.62188356","10.86351919","10.56672711","10.78012762","9.44959603","8.59758762","5.76485185","","","",
"High income","HIC","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.871903053307279","","","0.626895694745972","0.678403173625346","0.735097393355744","","","","","",
"Hong Kong SAR, China","HKG","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.88202145","1.22882292","2.98906816","7.49795814","8.03228667","8.20891648","5.73474707","7.34135739","10.56514048","13.21603094","12.32523032","11.07835827","12.89059912","9.21407728","10.71343431","8.48982867","8.77286607","6.21865998","5.2546061","4.85900649","12.03801591","12.63791807","","",
"Heavily indebted poor countries (HIPC)","HPC","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.70157422422122","2.39843990553725","2.57853003047069","2.86847126640658","4.01656616535734","4.8819372136631","6.15350825698306","6.76159005190806","7.92999418963671","8.90077980890048","9.57863948100686","11.4202281677206","11.3348165970238","11.8336245707533","11.7194485306766","10.6410436455423","9.98861039595362","10.3838061114708","10.8410297666654","10.3045944833096","10.157830636788","","","",
"Croatia","HRV","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04096453","0.01266456","0.04347574","0.0121017","0.04333069","0.08890495","0.02416667","","","",
"Haiti","HTI","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.49412655","8.98312655","7.7500969","6.35949011","7.98451419","8.292725","13.09752858","13.05233576","14.42176639","14.47833983","25.61874645","49.68805041","45.43221339","28.62856134","35.6362135","34.72121907","29.5754452","18.19073622","25.34270736","20.74214706","13.50187878","","","",
"Hungary","HUN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","",
"IBRD only","IBD","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.397990738914745","0.437700580698892","0.464580888624514","0.599432471285723","1.04806739279852","1.174105682807","0.97391725503138","1.16388904951053","1.24766196023213","1.31767698936279","1.48253637718295","1.56528517955266","1.43955268325373","1.27717829519902","1.13129241116921","0.819097705777974","0.777067559963555","0.746927993760248","0.599403604420759","0.692938179015519","0.757371580953855","","","",
"IDA & IBRD total","IBT","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.697860067841796","0.681103236153686","0.758485125746342","0.950907935962857","1.44804036380123","1.6672712186228","1.74412210941733","2.00909843836261","2.28076381234411","2.48270135389438","2.78103217198171","3.14477339112607","3.09320088094874","3.30500862344022","3.29885704349977","2.7595032846779","2.60661830973087","2.64110132343414","2.61346149788756","2.71160601134914","2.65282781930564","","","",
"IDA total","IDA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.73248659507692","1.50972277768877","1.72746998322267","2.11473862813629","2.75531335910498","3.25696446453606","4.17021821642163","4.63555555406721","5.45221823653859","5.88914911980423","6.49267045176012","7.60155233636929","7.69927053982573","8.96673476363652","9.28669530246333","8.03127769732586","7.70947335696366","7.82201902628134","8.05029732770304","8.23373058386908","7.8803577671279","","","",
"IDA blend","IDB","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.41790481359919","0.905286565166173","1.22718758181815","1.82643015723326","2.00014934672792","2.31036229865037","3.06663872334502","3.68454874519251","4.45816028955658","4.03430067950494","4.9388218691514","5.71811389475376","5.75832858755535","8.03862457637888","8.6753430175086","6.42884562918477","6.25340493859393","5.59105140571189","5.92459024273403","7.11382379104247","6.24045547537559","","","",
"Indonesia","IDN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.45394375","0.68695189","0.26231169","0.32201298","0.50488696","0.55931852","0.60922019","0.93606624","0.70019947","1.014309","0.73881941","1.03010649","1.02727262","1.18270207","2.09160497","0.47620777","0.56710613","0.76520725","0.45321908","0.67067479","0.66905389","","","",
"IDA only","IDX","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.89813403339495","1.82945057285356","1.98502658168981","2.25804357344008","3.1309589705118","3.728149868558","4.71970068510409","5.10957914890909","5.94882457021277","6.81828520764715","7.29519909658407","8.5759010989989","8.70324610800719","9.45747511012758","9.60902168776803","8.87313637815726","8.49341853878637","9.00579514115737","9.17517217686587","8.82490133058153","8.74409283869071","","","",
"Isle of Man","IMN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.49472234","0.45939935","0.49409683","0.33236089","0.55675752","0.42122528","0.42176174","0.53949743","0.70507434","0.38823325","0.43575273","0.42028482","0.45819216","0.15038583","0.42287748","0.41531863","0.38484454","0.33496103","0.26636759","0.52994054","0.55928059","","","",
"Not classified","INX","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.14062615","0.09960915","0.09741129","0.06734757","0.05714769","","","",
"Iraq","IRQ","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","3.65263959","0","0","0","0.01377951","1.27850012","1.36486761","1.31152193","0.39944682","0.55422673","0.16887133","1.14350736","1.27596074","0.74744906","","","",
"Iceland","ISL","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Israel","ISR","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.27923077","30.38856565","30.25341591","27.98230722","32.60737273","30.87327982","22.4029471","23.00468067","29.62550505","26.56151122","28.94068413","32.93128415","34.02270466","37.205425","37.53165002","37.36558696","37.4977413","42.59496855","44.62595967","66.22524872","44.94667606","","","",
"Italy","ITA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.46954169","0.93544545","1.20323057","1.07303108","3.33962305","2.60829245","2.99206661","4.58010586","4.56111531","5.58198012","5.60466254","6.24822353","8.51110814","2.58143948","3.65206025","4.00278684","4.5091576","4.63869384","5.00497057","5.46286397","4.97427924","","","",
"Jordan","JOR","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.18430197","4.64392063","3.7429644","6.27312144","26.51378511","5.71275157","9.9824406","7.19004525","4.03643178","12.87870256","14.4273948","12.67807419","21.09200914","20.31732444","18.05700659","2.42894438","12.02838835","30.09450195","14.32364779","9.88552042","14.06364068","","","",
"Japan","JPN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Kazakhstan","KAZ","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","2.60593371","0.40735981","0.5621826","0.66354348","0.44660821","0.26053613","0.47666217","0.5071969","0.42216192","","","","","",
"Kenya","KEN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.97097095","3.14309324","3.49908229","4.28805357","5.64305482","5.85733865","12.40686296","15.19613779","16.72370193","16.21465717","16.97496535","15.05325635","15.73441408","15.37573583","14.6530777","12.77857778","12.03562117","14.08688087","16.7622408","15.93111397","14.92695698","","","",
"Kyrgyz Republic","KGZ","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","2.20408849","4.2010059","2.27291566","4.55620721","6.26335719","4.35638746","6.54726246","4.72210843","3.56771729","7.13956931","5.64748397","5.96568863","6.05672191","2.78365097","4.39185283","3.29281126","1.46464071","5.84119608","","","",
"Cambodia","KHM","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.42471223","1.6255205","1.95962795","2.71369591","4.69755183","4.69501267","6.52071702","9.35678697","7.96047674","9.04226805","7.51904197","7.34189982","13.37935284","13.50170522","16.71382933","14.76324056","14.84885359","7.37114388","6.12112547","7.49745934","7.75052962","","","",
"Kiribati","KIR","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.28597387","1.63466685","1.34303275","0.98196917","1.27984804","18.71340785","25.29005472","43.94426782","56.49864769","6.86149359","2.20845238","10.53674379","22.33393049","21.54661912","12.56232513","10.23205112","35.23094624","43.93525226","24.12217924","28.88693393","","","",
"St. Kitts and Nevis","KNA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","4.82693889","0.41755144","0.03274737","1.45604382","29.52647093","20.30439978","12.77291311","15.67901624","0","2.25379712","0","0","0","0","0","0","0","","","",
"Korea, Rep.","KOR","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","",
"Kuwait","KWT","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Latin America & Caribbean (excluding high income)","LAC","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1637652161285","1.24879818334362","1.71627053071905","1.51940674060615","4.03829406043317","1.96370962980873","1.82663053709004","1.76443340558129","2.33941806505507","2.59621871003773","3.49113510777446","4.82783688064898","4.01614982751131","3.05577040570752","4.27796099637988","3.47683157073012","2.55660214156652","2.40260368173258","2.27075826793443","2.15761657021035","1.72868772877243","","","",
"Lao PDR","LAO","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.38587657","2.96917984","2.02052884","2.44943158","3.63845831","3.51317494","5.36908528","5.84236948","5.8910152","7.01062778","5.78087879","7.49798721","8.78740563","8.27646024","7.65774614","8.84567914","9.87755747","10.26918189","7.14137452","14.38358587","10.48887896","","","",
"Lebanon","LBN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.40902325","0.99024582","1.12214363","1.75502485","3.16590521","1.66104972","3.59346012","4.91632728","5.11003243","8.96433024","4.41200669","4.64079936","2.97600493","6.00117858","5.13298568","18.87421127","16.67399629","16.93358079","7.66833632","6.98878705","8.21318924","","","",
"Liberia","LBR","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05027908","1.49733081","1.28001583","1.342435","2.95367886","4.96514349","5.21178758","8.09692718","7.28395444","15.9395253","16.22922225","17.00360312","22.21829315","25.04211282","22.92860839","23.67573919","20.59732613","23.18233565","20.4303247","12.77743594","18.16117601","","","",
"Libya","LBY","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.03335454","0.07815863","0.23798536","0.36505571","0.33620059","0.11820853","","","","","","","","","","","","",
"St. Lucia","LCA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.69633713","1.62418083","1.65943229","7.27399511","12.3061682","5.02381414","8.79434419","8.13122866","9.59913461","10.02665357","1.95972666","3.69363371","1.95484322","4.26708058","18.36980264","5.839956","2.40176259","5.09943086","83.70828858","","","",
"Latin America & Caribbean","LCN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05216645801214","1.13381724181302","1.564835140593","1.38552230770329","3.60172001248263","1.79144160325299","1.69373233656729","1.6549154509587","2.16854898305142","2.39330306974332","3.2011498159127","4.35589183926339","3.59856236464427","2.73603559891461","3.81636670154775","3.07743957037706","2.27463580598406","2.13866841918568","2.02710876165687","1.93441017328328","1.60729228637144","","","",
"Least developed countries: UN classification","LDC","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8894198066308","1.77005572627363","1.91379192989753","2.09755621775714","2.94276456908494","3.58038419915831","4.72072992531731","5.10847833816902","5.9160522245142","6.8962180449274","7.36667333359962","8.73308781549599","8.83481601146077","9.32477536148112","9.49655884013166","8.56225888175498","8.53413194167981","8.98304009232653","9.28008429740497","8.88617250844834","8.62225238080089","","","",
"Low income","LIC","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.18591050453756","1.64338938740363","1.79348761339117","1.89993260342151","2.95503353358018","3.70614727474133","4.72937261343907","5.31873469599178","6.88761093771479","7.85856025461683","8.21916940603103","9.71955087915926","9.04785284933372","9.7865851759233","10.5047960910863","9.45436389111641","9.4242878879464","10.3100192665289","10.2420177586396","9.87467896645999","9.91294132377997","","","",
"Liechtenstein","LIE","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.39938998","0.29728932","0.08449039","0.4470292","0.25797924","0.48047926","1.60612206","0.80586108","0.78509436","1.18950728","1.23123479","0.59443549","0.42123711","0.86870332","1.62686553","2.01218229","1.2904605","4.29556148","2.38392674","2.1527578","2.68327427","","","",
"Lower middle income","LMC","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.887588860937736","0.848929257760449","0.946205707002746","1.06815304159886","1.42823849622898","1.46083855483846","1.83190566709253","2.03463198920164","2.24833802224796","2.26546900759151","2.50404416266655","2.83970010520061","3.06671144321851","3.51469821393315","3.80162376704765","3.18858061828654","3.03944816193241","2.90037513396831","2.86123215449718","3.15079129760528","3.07173633373206","","","",
"Low & middle income","LMY","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.705463707595739","0.687791590821202","0.765345316940995","0.967406043765363","1.47221192273103","1.69354935723616","1.75848001445111","2.02456094546779","2.30225512710464","2.50683628179092","2.80421310114035","3.17789425804041","3.12709696471641","3.35162142596965","3.35613807725121","2.79870251363869","2.64521876718036","2.67889781797313","2.64841311746862","2.74735108045941","2.68799303306604","","","",
"Lesotho","LSO","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.91906469","1.91514738","2.53898741","2.76149058","4.69085698","7.14217571","6.63368437","7.58984645","14.2903002","20.6674986","19.29802979","31.12480583","33.31455365","39.15849749","32.88966818","24.57423259","21.1120222","30.8148883","45.78330303","50.12665968","35.68985521","","","",
"Late-demographic dividend","LTE","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.190657131264191","0.243028443340634","0.261545557492876","0.29256950978722","0.440069086946715","0.356001230803331","0.40862585343462","0.495505543701672","0.474326187108297","0.578446136497008","0.737714054823904","0.841879762859343","0.654683470332881","0.573622929087295","0.652556669961774","0.472390191360126","0.389145408058455","0.359304100327484","0.335660160619799","0.400270725987041","0.446246373446555","","","",
